id,nameFirst,nameLast,address,city,st,zip,creditCard,balance
8751,Larry,Butler,3418 Bates Brothers Road,Columbus,OH,43204,Visa,1315.73
8752,Karen,Murphy,4860 Upland Avenue,Bascom,OH,44809,MasterCard,4412.47
8753,Della,Kelley,1564 Randolph Street,Framingham,MA,01702,Discover,0.00
8754,Timothy,Terrell,1833 Raoul Wallenberg Place,New London,CT,06320,MasterCard,6817.41
8755,Miriam,Jackson,3246 Red Dog Road,Monroe,NC,28112,Discover,0.00
8756,Jason,Cohen,4621 Grasselli Street,Keene,NH,03431,Visa,5442.84
8757,Boyce,Buchanan,2403 Angie Drive,Westminster,CA,92683,Visa,5489.29
8758,Sherita,Kennedy,3091 Stonepot Road,Piscataway,NJ,08854,Discover,0.00
8759,Rita,Griffith,517 Plainfield Avenue,Syracuse,NY,13202,Visa,9048.80
8760,Billy,Johnson,658 Red Dog Road,Charlotte,NC,28202,MasterCard,1373.00
8761,Tina,Miller,217 Westwood Avenue,Mineola,NY,11501,Visa,4585.30
8762,Sandra,Loza,1884 Spring Street,Champaign,IL,61820,MasterCard,12664.01
8763,Isiah,Todd,950 Martha Street,Dolan Springs,AZ,86441,Discover,4542.10
8764,Jerry,Smith,2527 Leroy Lane,Enning,SD,57737,Visa,9637.19
8765,Morgan,Simpson,1837 Layman Avenue,Lillington,NC,27546,Discover,7489.28
8766,Mathew,Larson,2359 Short Street,Austin,TX,78741,Visa,14354.65
8767,Adele,Keeler,4421 Arthur Avenue,Sterling,IL,61081,MasterCard,1254.22
8768,Lai,Peachey,803 Jacobs Street,Monroeville,PA,15146,MasterCard,0.00
8769,Maureen,Mata,601 Lunetta Street,Wichita Falls,TX,76301,Discover,8762.40
8770,Geneva,Gonzales,924 Snyder Avenue,Bessemer City,NC,28016,MasterCard,5498.48
8771,Joseph,Laskowski,868 Junior Avenue,Roswell,GA,30076,Discover,4712.20
8772,Linda,Lewis,3331 Victoria Court,Columbia,ME,04623,Visa,4605.91
8773,Jeffrey,Caldwell,1749 Christie Way,Westborough,MA,01581,Visa,6069.49
8774,Miriam,Lucas,712 Station Street,Oakland,CA,94612,Discover,7760.23
8775,Roger,Palmer,4106 Hamilton Drive,Houston,TX,77006,Visa,0.00
8776,Esther,Mills,1399 Fantages Way,Coeur D Alene,ID,83814,MasterCard,0.00
8777,Georgia,Ford,2606 Polk Street,Sacramento,CA,95814,MasterCard,1314.64
8778,Patricia,Reed,4216 Foley Street,Miami,FL,33179,Visa,0.00
8779,Randall,Torres,699 Ashford Drive,Arlington,VA,22201,Visa,5880.09
8780,Rosa,Sherrill,1328 Cabell Avenue,Washington,VA,20011,MasterCard,3283.91
8781,Yvonne,Stewart,507 Nixon Avenue,Johnson City,TN,37601,MasterCard,0.00
8782,Celestine,Ibarra,4240 Argonne Street,Wilmington,DE,19801,Visa,0.00
8783,Michael,Watkins,4171 Benson Park Drive,Oklahoma City,OK,73109,MasterCard,13071.24
8784,June,Fails,639 Alexander Avenue,Pleasanton,CA,94588,MasterCard,0.00
8785,John,Boston,4262 Woodridge Lane,Memphis,TN,38118,Visa,15120.60
8786,James,Iglesias,934 Gnatty Creek Road,Garden City,NY,11530,MasterCard,2466.28
8787,Michael,Bland,949 Benedum Drive,Poughkeepsie,NY,12601,MasterCard,8869.99
8788,Shane,Quach,608 Hillview Street,Cayce,SC,29033,MasterCard,0.00
8789,Barbara,Mitchell,995 Maxwell Farm Road,Redding,CA,96001,Visa,12356.71
8790,Thelma,Braaten,1196 Rosewood Lane,New York,NY,10016,Visa,7507.71
8791,Rebecca,Cuevas,241 West Virginia Avenue,Albany,NY,12210,MasterCard,0.00
8792,Yolanda,Corbin,3463 Southern Street,New York,NY,10014,Discover,5826.50
8793,Beverly,Longoria,4040 Ridenour Street,Miami,FL,33139,Visa,6869.12
8794,Karen,Michaels,3600 Felosa Drive,San Angelo,TX,76901,Visa,0.00
8795,Janet,Walker,2873 Park Street,Pleasanton,CA,94566,Visa,12916.56
8796,Samantha,Miller,1334 Woodrow Way,Conroe,TX,77301,MasterCard,4808.32
8797,Sarah,Petrella,4580 Front Street,Capac,MI,48014,MasterCard,7046.12
8798,Martha,Shields,3105 Daffodil Lane,Fredericksburg,VA,22408,Visa,0.00
8799,Alma,Ledbetter,1330 Raintree Boulevard,Indianapolis,IN,46278,Visa,0.00
8800,Jeff,Baird,3053 Yorkshire Circle,Greenville,NC,27834,MasterCard,6973.85
8801,Alison,Cartier,440 Valley Street,Glassboro,NJ,08028,MasterCard,7595.02
8802,Julia,Quackenbush,2503 Felosa Drive,Los Angeles,CA,90036,Discover,5314.72
8803,Tom,Bauer,3464 Capitol Avenue,Indianapolis,IN,46225,MasterCard,8280.42
8804,Annette,White,1215 Little Acres Lane,Decatur,IL,62522,Discover,6716.28
8805,Marcia,Jaynes,209 Perry Street,Pontiac,MI,48342,Visa,13758.14
8806,Pedro,Thomas,3358 Felosa Drive,Hollywood,CA,90028,MasterCard,5175.77
8807,Maurita,Briscoe,1168 McKinley Avenue,Denver,CO,80202,Visa,10632.78
8808,Robert,Gilbert,4045 Snider Street,Englewood,CO,80112,MasterCard,7203.95
8809,Essie,Barnes,3917 Ridge Road,Sedan,KS,67361,MasterCard,3541.91
8810,Kris,Barnes,1738 Sugar Camp Road,Winona,MN,55987,Visa,16734.00
8811,Thomas,Jones,1058 Plainfield Avenue,Utica,NY,13502,MasterCard,5407.05
8812,Michael,Lozoya,4487 Tavern Place,Charleston,WV,25301,Discover,0.00
8813,Dorothy,Rhoades,126 Hickory Lane,Washington,DC,20036,Discover,5116.54
8814,Josephina,Davenport,806 Crowfield Road,Gilbert,AZ,85233,Visa,15968.34
8815,Christy,Reynolds,1721 West Drive,Chicago,IL,60606,MasterCard,4108.53
8816,Berneice,Smith,1325 Hood Avenue,San Diego,CA,92103,MasterCard,0.00
8817,Ricky,Canchola,2421 Jennifer Lane,Mebane,NC,27302,Discover,6375.83
8818,Darlene,Turner,3904 Elk Rd Little,Tucson,AZ,85701,Visa,8862.55
8819,Jane,Rodriguez,3472 Petunia Way,Birmingham,AL,35222,Visa,13668.06
8820,Katie,Mimms,2792 Weekley Street,San Antonio,TX,78258,Visa,0.00
8821,Annie,Ward,898 Daffodil Lane,Reston,VA,22090,MasterCard,13984.99
8822,Sandra,Jackson,739 Fancher Drive,Frisco,TX,75034,Discover,0.00
8823,Aida,Richey,413 Oliver Street,Frisco,TX,75034,MasterCard,1574.73
8824,Lilia,Bevers,2997 Southside Lane,Los Angeles,CA,90044,MasterCard,9833.16
8825,Robin,Moran,3538 Blackwell Street,Fairbanks,AK,99701,Visa,15519.10
8826,Kimberly,Leija,372 Stratford Court,Raleigh,NC,27529,MasterCard,0.00
8827,Bennie,Saldana,2363 Vesta Drive,Chicago,IL,60605,Visa,3787.48
8828,Naomi,Curnutt,3564 Sundown Lane,Austin,TX,78747,MasterCard,5821.05
8829,Gilberto,Chandler,2395 Sugarfoot Lane,Lafayette,IN,47095,MasterCard,5408.90
8830,Richard,Price,562 Trails End Road,Fort Lauderdale,FL,33308,Visa,15557.84
8831,Cheryl,Welton,2273 Pearlman Avenue,Foxboro,MA,02035,MasterCard,5715.09
8832,Alvin,Boots,4825 Little Street,Boardman,OH,44512,Discover,0.00
8833,Kasey,Pfeiffer,1722 Don Jackson Lane,Wailuku,HI,96793,Visa,14606.16
8834,Cindy,Vann,2140 Fleming Way,Richmond,VA,23228,MasterCard,4432.14
8835,Pauline,Harper,742 Randolph Street,Framingham,MA,01702,Visa,0.00
8836,Jeff,Brown,2817 Simpson Avenue,Landisville,PA,17538,MasterCard,0.00
8837,Marjorie,Dunning,4267 Five Points,Baltimore,MD,21202,Discover,0.00
8838,Shawn,Cox,3939 Roosevelt Wilson Lane,Fullerton,CA,93632,MasterCard,1425.34
8839,Annie,Beck,1948 Pine Garden Lane,Dunwoody,GA,30338,Visa,6616.33
8840,Sydney,Bailey,3395 Carter Street,Simpson,IL,62985,Discover,4745.23
8841,Kathryn,Hope,1682 Echo Lane,Climax,MI,49034,Visa,5649.01
8842,Zachary,Pascoe,2613 Layman Avenue,Wilmington,NC,28403,MasterCard,0.00
8843,James,Cassell,1158 Hardesty Street,Albany,NY,12207,Discover,0.00
8844,Brittney,Burdick,938 West Street,Grand Rapids,MI,49546,Visa,12324.62
8845,Kimberly,Govan,3247 Tyler Avenue,Miami,FL,33128,Visa,11005.56
8846,Susie,Aldridge,4774 Rollins Road,Grand Island,NE,68803,MasterCard,4788.91
8847,Inez,Ickes,1411 Corpening Drive,Southfield,MI,48034,MasterCard,7582.20
8848,Tiffany,Jones,2880 Patterson Street,Houston,TX,77002,MasterCard,0.00
8849,Linnea,Johnson,930 Joyce Street,Orange Beach,AL,36561,MasterCard,12059.53
8850,Joe,Montgomery,3366 Westfall Avenue,Rochester,MN,55902,Visa,7125.55
8851,James,Manzer,3387 Concord Street,Matthews,NC,28105,MasterCard,2835.58
8852,Mary,Blackwood,1055 Trails End Road,Coral Springs,FL,33065,Visa,13826.10
8853,Michael,Roberson,2255 Bagwell Avenue,Gainesville,FL,32641,Visa,2898.58
8854,Kimberly,Morgan,4304 Parker Drive,Beachwood,OH,44122,Visa,13451.33
8855,Melinda,Romo,483 Oliver Street,Arlington,TX,76010,Visa,3267.51
8856,David,Carver,1780 My Drive,New York,NY,10013,MasterCard,10616.45
8857,Joy,Curtis,2546 Chandler Drive,Springfield,MO,65865,Visa,11188.43
8858,Thomas,Cochran,4307 Aviation Way,Dallas,TX,75201,Visa,14535.21
8859,Rosemary,Schmidt,3146 Fleming Street,Montgomery,AL,36104,Discover,2919.64
8860,Carol,Frost,568 Ross Street,Mount Carmel,IL,62863,Visa,10237.72
8861,Linda,Rosado,4448 Lee Avenue,Merchantville,NJ,08109,Discover,0.00
8862,Dan,Oney,3185 Fairfield Road,Hubertus,WI,53033,MasterCard,6779.99
8863,Mandy,Wyatt,688 Rogers Street,Harrison (twp) Montgomery,OH,45406,MasterCard,0.00
8864,Leona,Mclean,2402 Elk Avenue,Adrian,MI,49221,MasterCard,8935.21
8865,Mary,Grady,2264 State Street,Detroit,MI,48226,Discover,4267.89
8866,Edward,Willson,2793 Lowndes Hill Park Road,Bakersfield,CA,93307,Visa,23214.46
8867,Evelyn,Heisler,1210 North Street,Cedar City,UT,84720,Visa,6861.69
8868,Cheryl,Rhoden,2545 Hickory Street,Cottonwood,UT,84121,MasterCard,4731.47
8869,Patricia,Rhodes,2640 Brannon Street,Los Angeles,CA,90017,Visa,5234.77
8870,Adelaida,Oliver,85 Victoria Street,Baton Rouge,LA,70806,Visa,2709.09
8871,Gertrude,Bender,2085 Harley Brook Lane,Johnstown,PA,15904,Discover,0.00
8872,William,White,2189 Carolyns Circle,Irving,TX,75038,Discover,2413.95
8873,Mary,Lapan,4971 Howard Street,Wyoming,MI,49509,Visa,11735.90
8874,Otis,Johnson,3243 Fire Access Road,High Point,NC,27260,Visa,2452.16
8875,Joseph,Holland,2754 Edwards Street,Greenville,NC,27834,MasterCard,3980.84
8876,Tracy,Anderson,1877 Shady Pines Drive,Madisonville,KY,42431,MasterCard,1762.16
8877,Dorothy,Kennedy,2008 Paul Wayne Haggerty Road,New Orleans,LA,70119,Visa,14210.92
8878,Mary,Reed,1727 Elk City Road,Indianapolis,IN,46204,MasterCard,11266.05
8879,Margaret,Sartin,4171 Coal Road,Newfoundland,PA,18445,Discover,7387.49
8880,Tamara,Tollison,4709 Sweetwood Drive,Denver,CO,80239,MasterCard,8159.01
8881,Denice,Troncoso,1930 Freed Drive,Stockton,CA,95204,MasterCard,12947.58
8882,Brandon,Jackson,539 Rockford Road,Boston,MA,02210,Visa,2778.92
8883,Esteban,Mcneil,4550 Fowler Avenue,Norcross,GA,30071,MasterCard,0.00
8884,Angel,Wiley,3650 Davis Place,Dadeville,MO,65635,Discover,4098.62
8885,Juana,Hughes,1167 Lake Floyd Circle,Hagerstown,MD,21740,MasterCard,8235.21
8886,Garfield,Patrick,4970 Big Indian,Kenner,LA,70062,MasterCard,13463.36
8887,Graig,Bass,3414 Ripple Street,Fairgrove,MI,48733,MasterCard,0.00
8888,Melissa,Cherry,4989 Diamond Street,Asheville,NC,28801,MasterCard,0.00
8889,Jacqueline,Reilly,3724 Sunny Glen Lane,Cleveland,OH,44114,MasterCard,8623.05
8890,Joanne,Long,3182 Smithfield Avenue,Amarillo,TX,79109,Visa,8152.99
8891,Ivana,Latham,41 Heliport Loop,Bloomington,IN,47404,MasterCard,9459.21
8892,Richard,Swank,95 County Line Road,New Port Richey,FL,34652,Discover,6568.46
8893,Tia,Gregory,1608 Main Street,Redmond,WA,98052,MasterCard,3177.35
8894,Lawrence,Chase,2976 West Fork Street,Dupuyer,MT,59432,Visa,0.00
8895,Scott,Fleming,2853 Maud Street,Philadelphia,DE,19146,Visa,8476.15
8896,Melanie,Toth,4174 Dark Hollow Road,Camden,NJ,08102,MasterCard,2484.98
8897,David,Horn,2072 Woodbridge Lane,Southfield,MI,48075,MasterCard,0.00
8898,Doris,Leblanc,3408 Lakeland Terrace,Southfield,MI,48075,MasterCard,3260.67
8899,Henry,Brown,4414 August Lane,Alexandria,LA,71301,Discover,2794.55
8900,Vincent,Cook,2788 Sycamore Road,Baker City,OR,97814,MasterCard,8186.91
8901,Ron,Sanders,3920 Pike Street,La Jolla,CA,92037,Visa,5355.23
8902,Allen,Smart,805 Wayback Lane,Huntington,NY,11743,Visa,8965.09
8903,Margaret,Joyce,4919 Raoul Wallenberg Place,White Plains,CT,10641,Visa,0.00
8904,Angie,Whitton,1377 Hope Street,Portland,OR,97205,Visa,3433.20
8905,Nicole,Baxter,4772 West Street,Greenville,MI,48838,MasterCard,7175.43
8906,Dorothy,Copeland,2427 Columbia Boulevard,Elkton,MD,21921,MasterCard,10536.58
8907,Luz,Rupp,4261 Pinnickinick Street,Seattle,WA,98101,Discover,0.00
8908,Lucia,Dillard,3470 Grand Avenue,Winter Park,FL,32789,Visa,0.00
8909,Amelia,Johnson,2115 Lynch Street,Krakow,WI,54137,Visa,10077.80
8910,Ruth,Lewis,3111 Larry Street,San Francisco,CA,94104,Discover,3867.94
8911,Gary,Hawkins,3623 Johnny Lane,Milwaukee,WI,53202,Visa,0.00
8912,Miguel,Bacon,3122 Foley Street,Miramar,FL,33025,MasterCard,12034.42
8913,Alan,Orris,4671 Buck Drive,Brandon,VT,05733,Visa,0.00
8914,Shane,Young,3816 Kinney Street,Springfield,MA,01103,Visa,0.00
8915,Charles,Miller,731 Howard Street,Grand Rapids,MI,49505,Visa,10209.23
8916,Eugene,Yost,804 Rainy Day Drive,Quincy,MA,02169,Discover,0.00
8917,Timothy,King,115 Rinehart Road,Opa Locka,FL,33054,Visa,10505.37
8918,Beatrice,Fisher,2352 Duck Creek Road,San Francisco,CA,94107,MasterCard,1209.44
8919,Alyson,Gaither,2119 Nancy Street,Raleigh,NC,27616,Visa,19290.96
8920,Phyllis,Bortz,297 Stoney Lonesome Road,Scranton,PA,18503,MasterCard,6202.72
8921,Stephen,Pond,3777 Dog Hill Lane,Hays,KS,67601,MasterCard,3553.98
8922,Clinton,Ellis,1409 Hill Croft Farm Road,Brockway,CA,95730,Visa,0.00
8923,Amber,Matthews,3792 Valley Street,Laurel Springs,NJ,08021,Discover,1535.34
8924,James,Duffy,4267 Sardis Station,Minneapolis,MN,55402,Discover,0.00
8925,Dennis,Kollar,3013 Augusta Park,Farmington,WV,26571,Visa,20123.01
8926,Cheryl,Baxter,2617 Sunburst Drive,Cape Coral,FL,33990,Visa,0.00
8927,John,Antone,1995 Ottis Street,Clinton,OK,73601,Discover,3332.14
8928,Joy,Peebles,3661 Spring Haven Trail,West Orange,NJ,07052,MasterCard,5573.73
8929,Javier,Bourque,1769 Snider Street,Englewood,CO,80112,MasterCard,5726.61
8930,Andrea,Trinh,491 Adams Avenue,Silver Spring,MD,20910,Visa,14510.86
8931,Sandra,Mickey,3082 Sycamore Road,Pendleton,OR,97801,Discover,0.00
8932,Kurt,Graves,2396 James Martin Circle,Hilliard,OH,43026,Visa,10787.59
8933,Michael,Logan,440 Kembery Drive,Chicago,IL,60606,Visa,7778.49
8934,Billy,Ayers,2975 Romines Mill Road,Royce Cityt,TX,75089,Visa,2449.94
8935,Jessica,Davis,2074 Star Route,Summit,IL,60501,Visa,9201.74
8936,Ana,Rogalski,4764 Wilson Avenue,Irving,TX,75060,MasterCard,1324.89
8937,Priscilla,Chambers,1879 Hartland Avenue,Milwaukee,WI,53202,MasterCard,1283.96
8938,Louise,Barr,932 Mesa Drive,Las Vegas,NV,89119,MasterCard,12715.84
8939,Joshua,Tanner,1482 Pratt Avenue,Lacey,WA,98503,Visa,0.00
8940,Ramon,Everett,4315 Kildeer Drive,Portsmouth,VA,23707,Visa,4538.36
8941,John,Khan,2526 Cook Hill Road,Hartford,CT,06103,MasterCard,6099.57
8942,Robert,Stewart,1824 Joyce Street,Mobile,AL,36693,Visa,0.00
8943,Brent,Newton,3617 Cherry Camp Road,Chicago,IL,60605,MasterCard,4681.00
8944,Mary,Sanford,3950 Cityview Drive,Philadelphia,PA,19108,MasterCard,4933.12
8945,Thomas,Greer,4210 Poplar Street,Vernon Hills,IL,60061,MasterCard,3254.04
8946,Willard,Meade,4570 New Creek Road,Anniston,AL,36205,MasterCard,0.00
8947,Kelly,Walter,66 Pick Street,Hot Sulphur Springs,CO,80451,Discover,0.00
8948,Wallace,Welsh,4552 Bryan Avenue,Eagan,MN,55121,MasterCard,0.00
8949,Timothy,Baughn,3310 Pooh Bear Lane,Clemson,SC,29631,Visa,5479.63
8950,Carol,Ambriz,2166 Eagle Drive,Erie,MI,48133,Visa,13148.46
8951,Jeffrey,Ziegler,3581 Meadowcrest Lane,Harrodsburg,KY,40330,Visa,4073.91
8952,Kevin,Cuff,494 Saints Alley,Tampa,FL,33610,Visa,5004.39
8953,Cheryl,Lee,4826 Clifford Street,Concord,CA,94520,Visa,10258.85
8954,Rick,Dufresne,3216 Hillcrest Drive,Seattle,WA,98109,Discover,5333.39
8955,Todd,Rogers,654 Buffalo Creek Road,Murfreesboro,TN,37130,Visa,0.00
8956,Barry,King,2677 Coulter Lane,Richmond,VA,23224,Visa,15806.84
8957,Freddie,Mcgee,1769 Still Pastures Drive,Columbia,SC,29210,MasterCard,8974.22
8958,Marvin,Thomas,1137 Whitman Court,Stamford,CT,06995,Discover,10271.96
8959,Robert,Chaney,2026 Saint Francis Way,Portland,PA,97205,Visa,6635.88
8960,Dustin,Witcher,3477 Sycamore Lake Road,Green Bay,WI,54301,Visa,5735.02
8961,Sue,Cabana,4590 Grasselli Street,Manchester,NH,03101,Discover,0.00
8962,Megan,Page,2501 Neville Street,Terre Haute,IN,47802,MasterCard,9544.80
8963,Ronald,Bean,4814 Chandler Drive,Springfield,MO,65865,MasterCard,8555.32
8964,Levi,Oppenheim,3441 Caldwell Road,Rochester,NY,14604,Visa,13762.35
8965,Andreas,Klaus,677 Bedford Street,Stamford,CT,06995,MasterCard,2850.32
8966,Esther,Costa,4848 Pinnickinnick Street,Piscataway,NJ,08854,MasterCard,5148.16
8967,Roy,Sandoval,2651 Parrill Court,Lowell,IN,46356,MasterCard,11066.26
8968,Elizabeth,Griffin,4114 Valley Street,Camden,NJ,08102,MasterCard,0.00
8969,Timothy,Carroll,1447 Christie Way,Burlington,MA,01803,Discover,4605.12
8970,Kathryn,Cheek,4481 Front Street,Detroit,MI,48226,Visa,11902.34
8971,Lisa,Hamlin,3338 Poplar Street,Summit,IL,60501,MasterCard,3167.96
8972,Nina,Heisler,879 Turkey Pen Lane,Phenix City,AL,36867,MasterCard,1303.46
8973,Allen,Adams,1036 Chardonnay Drive,Westport,WA,98595,MasterCard,8361.66
8974,Marilyn,Williams,3849 Vine Street,Northbrook,IL,60062,Discover,0.00
8975,Christy,Murphy,4799 Huntz Lane,Rockport,MA,01966,Visa,0.00
8976,Jimmy,Williams,1000 Kidd Avenue,Nenana,AK,99760,MasterCard,5979.12
8977,Dollie,Jackson,3169 Huntz Lane,Billerica,MA,01821,Visa,12047.66
8978,Margorie,Bell,2685 Ingram Road,Walkertown,NC,27051,Visa,4422.43
8979,Kathleen,Baker,2370 Rosewood Lane,New York,NY,10033,MasterCard,9120.74
8980,Katlyn,Palmer,127 Ella Street,San Francisco,CA,94107,Visa,4714.59
8981,Brian,Jenkins,2984 Hudson Street,Livingston,NJ,07039,Visa,0.00
8982,Velma,Melendez,2465 Ridge Road,Belle Plaine,KS,67013,MasterCard,0.00
8983,Ruby,Gillam,1139 Duffy Street,Rolling Prairie,IN,46371,Visa,6986.02
8984,Lucy,Day,1206 White Lane,Fort Smith,AR,72908,Visa,13643.89
8985,John,Molina,3672 Ritter Street,Anniston,AL,36201,MasterCard,0.00
8986,Caitlin,Westmoreland,4053 Yorkshire Circle,Morehead City,NC,28557,Discover,1396.60
8987,James,Barr,472 Green Hill Road,Clarksville,AR,72830,MasterCard,6351.72
8988,Charles,Flores,132 White Pine Lane,Troutville,VA,24175,MasterCard,6676.08
8989,Michael,Maldonado,1797 Todds Lane,San Antonio,TX,78240,Visa,5067.79
8990,Helen,Vanslyke,1529 Bruce Street,Saint Louis,MO,63141,MasterCard,1783.38
8991,Mary,Washington,557 Desert Broom Court,Newark,NJ,07102,Visa,16682.03
8992,Kenneth,Harris,4994 Cecil Street,West Los Angeles,CA,90025,Discover,0.00
8993,Richard,Diaz,3078 Lakewood Drive,Jersey City,NJ,07306,MasterCard,4024.81
8994,John,Langlinais,3739 Hill Croft Farm Road,Somesbar,CA,95568,Visa,9972.83
8995,Henry,Donley,420 West Street,Grand Rapids,MI,49503,Visa,0.00
8996,Mary,Everett,2148 Goff Avenue,Vandalia,MI,49095,MasterCard,12156.09
8997,Lawrence,Chandler,793 West Street,Grand Rapids,MI,49504,Visa,0.00
8998,Dennis,Issac,1885 Arthur Avenue,Marseilles,IL,61341,Discover,4480.40
8999,Justin,Biggs,2534 Murphy Court,Riverside,CA,92501,MasterCard,7812.91
9000,Teresa,Emmerich,1954 Pike Street,San Diego,CA,92126,Visa,0.00
9001,Kelly,Overbey,3254 Valley Lane,Austin,TX,78736,Discover,2634.62
9002,Merle,Martinez,4512 Commerce Boulevard,Lincoln,NE,68501,Visa,10118.95
9003,Lawrence,Hendren,803 Maple Avenue,Boise,ID,83702,MasterCard,0.00
9004,Maria,Crofts,2141 Public Works Drive,Johnson City,TN,37601,MasterCard,6441.65
9005,Marie,Noell,2427 Boring Lane,San Jose,CA,95113,Visa,19190.11
9006,Robin,Kenney,1951 Lonely Oak Drive,Mobile,AL,36608,Discover,0.00
9007,Sheila,Billiot,520 Stiles Street,Pittsburgh,PA,15205,Discover,4917.38
9008,Gillian,Hasty,1023 Skips Lane,Pine,AZ,85544,Visa,12667.02
9009,Richard,Stoddard,2573 Spadafore Drive,Erie,PA,16509,Visa,6764.89
9010,Anne,Cope,3361 Mulberry Street,Houston,TX,77056,Visa,7446.87
9011,Rickey,Lee,3790 Rollins Road,Lyman,NE,69352,Discover,3050.77
9012,Meghan,Smith,3974 Maple Avenue,Meridian,ID,83642,Visa,6580.05
9013,James,Jones,2552 Fairmont Avenue,Paris,MO,65275,MasterCard,4638.27
9014,Willie,Mendez,1355 Riverwood Drive,Dorris,CA,96023,Visa,9102.00
9015,Nancy,Venegas,4331 Winding Way,Providence,RI,02903,MasterCard,5593.66
9016,Carrie,Burch,975 Ferguson Street,Marlboro,MA,01752,MasterCard,0.00
9017,Donald,Brown,1084 Rinehart Road,Ft Lauderdale,FL,33311,Discover,5699.85
9018,Sofia,Gable,2304 Emily Drive,Columbia,SC,29210,Discover,0.00
9019,Christopher,Hance,4647 Patterson Street,Houston,TX,77002,Discover,0.00
9020,Chris,Hernandez,839 Grey Fox Farm Road,Cypress,TX,77429,MasterCard,5337.55
9021,Donna,Iliff,2726 Pine Street,Pittsburgh,PA,15222,MasterCard,4368.82
9022,Johnnie,Sanderson,1416 Kelly Drive,Summersville,WV,26651,Discover,0.00
9023,Karen,Conner,1192 Kelly Drive,Clarksburg,WV,26301,Visa,12660.61
9024,Robin,Kitchens,3730 Clarence Court,Irvine,CA,92614,Visa,3617.45
9025,Erma,Smith,1374 Olen Thomas Drive,Wichita Falls,TX,76301,MasterCard,5413.76
9026,Tamara,Criss,247 Johnson Street,Chapel Hill,NC,27514,Visa,16354.94
9027,James,Parman,1856 Edwards Street,New Bern,NC,28560,Visa,0.00
9028,John,Murray,1698 Chicago Avenue,Camp Nelson,CA,93265,Visa,1294.43
9029,Timothy,Kellogg,4310 Pointe Lane,Pompano Beach,FL,33060,Visa,6899.65
9030,Mary,Lucas,3126 Burwell Heights Road,Nederland,TX,77627,Visa,9422.13
9031,Thomas,Reynolds,1057 Vesta Drive,Chicago,IL,60617,Visa,6333.61
9032,Robert,Hawkins,2681 Hill Haven Drive,Federal Way,WA,98003,MasterCard,0.00
9033,Joe,Bravo,3452 Raver Croft Drive,Chattanooga,TN,37403,Visa,6342.16
9034,Jimmie,Nelson,2884 Nancy Street,Hillsborough,NC,27278,Visa,10772.73
9035,Esther,Bryant,4785 Euclid Avenue,San Luis Obispo,CA,93401,MasterCard,12751.08
9036,Amanda,Nicholas,3487 Despard Street,East Point,GA,30344,Visa,6686.01
9037,Donald,Nevin,1045 Wakefield Street,Philadelphia,PA,19104,Visa,11751.51
9038,Jacquelyn,Brown,3203 Chandler Drive,Springfield,MO,65865,MasterCard,6649.15
9039,William,Frank,457 Sunset Drive,West Memphis,AR,72301,Discover,3945.62
9040,James,Mendoza,2809 Duffy Street,Merrillville,IN,46410,Visa,8490.20
9041,Jose,Akers,4048 Clearview Drive,Centennial,CO,80111,Discover,5358.78
9042,Mary,Marcantonio,3943 Atha Drive,Maricopa,CA,93252,Visa,12845.41
9043,Andrew,Cornett,324 Saints Alley,Pinecrest,FL,33567,Visa,4835.08
9044,Harrison,Perez,1791 Tecumsah Lane,Cedar Rapids,IA,52404,MasterCard,0.00
9045,John,Mccabe,3170 Frosty Lane,Utica,NY,13502,Visa,0.00
9046,Elizabeth,Escobar,4039 Barfield Lane,Indianapolis,IN,46220,Visa,0.00
9047,Anthony,Peterson,2642 Hudson Street,Piscataway,NJ,08854,MasterCard,10086.97
9048,Susan,George,4082 Birch Street,Indianapolis,IN,46229,MasterCard,0.00
9049,Edward,Lund,4050 Poplar Avenue,San Diego,CA,92103,Visa,0.00
9050,Brain,Roy,2925 Radford Street,Louisville,KY,40242,Visa,22352.61
9051,Yvette,Cox,2895 Oak Way,Sioux City,NE,51101,Visa,9708.21
9052,Laura,Morris,2579 Hillcrest Drive,Seattle,WA,98109,MasterCard,9742.41
9053,John,Jacobsen,2687 Liberty Avenue,Santa Ana,CA,92770,Visa,9545.09
9054,John,Powers,1996 Trainer Avenue,Kewanee,IL,61443,Discover,3402.09
9055,George,Johnson,4640 Freshour Circle,San Antonio,TX,78205,MasterCard,8566.84
9056,Phillip,Stclair,143 Wakefield Street,Philadelphia,PA,19103,Visa,8154.92
9057,James,Samuelson,1427 Hinkle Lake Road,Cambridge,MA,02141,Visa,9858.50
9058,Robert,Cook,3082 Maple Lane,Leighton,AL,35646,Discover,5066.71
9059,Sharon,Mcguire,4519 Kimberly Way,Boston,MA,02215,MasterCard,14791.16
9060,Tiffany,Morgan,4181 Walton Street,Salt Lake City,UT,84104,MasterCard,3270.82
9061,Mary,Smith,4347 Sugar Camp Road,Marshall,MN,56258,MasterCard,9608.17
9062,Lena,Goff,2156 Pheasant Ridge Road,Newtown,PA,18940,Discover,6465.07
9063,Fred,Crouch,1097 Sand Fork Road,Milford (kosciusko),IN,46542,MasterCard,10971.90
9064,Carmen,Snell,1830 Cliffside Drive,Binghamton,NY,13901,MasterCard,8528.63
